0,74.3
2,74.4116
4,74.525
6,74.975
8,75.7616
11,76.775
13,78.125
15,79.7
17,81.5
19,83.525
21,85.66159999999999
23,87.8
25,90.16159999999999
28,92.41159999999999
30,94.66159999999999
32,97.025
34,99.3866
36,101.6366
38,103.775
40,105.91159999999999
42,108.05
44,110.075
47,112.1
49,114.0116
51,115.8116
53,117.6116
55,119.3
57,120.9866
59,122.45
61,123.91159999999999
64,125.15
66,126.3866
68,127.4
70,128.3
72,128.975
74,129.3116
76,129.5366
78,129.425
80,129.2
83,128.6366
85,127.9616
87,127.175
89,126.275
91,125.2616
93,124.25
95,123.2366
97,122.1116
100,120.9866
102,119.975
104,118.85
106,117.6116
108,116.6
110,115.475
112,114.4616
114,113.3366
117,112.325
119,111.425
121,110.41159999999999
123,109.5116
125,108.6116
127,107.7116
129,106.925
131,106.1366
133,105.35
136,104.5616
138,103.8866
140,103.2116
142,102.53659999999999
144,101.8616
146,101.3
148,100.625
150,100.0616
153,99.6116
155,99.05
157,98.4866
159,98.03659999999999
161,97.5866
163,97.1366
165,96.6866
167,96.2366
169,95.9
172,95.45
174,95.1116
176,94.775
178,94.325
180,94.1
182,93.65
184,93.3116
186,93.0866
189,92.75
191,92.525
193,92.1866
195,91.9616
197,91.625
199,91.4
201,91.0616
203,90.8366
206,90.5
208,90.275
210,89.9366
212,89.7116
214,89.4866
216,89.2616
218,88.925
220,88.8116
222,88.5866
225,88.25
227,88.025
229,87.8
231,87.575
233,87.35
235,87.0116
237,86.78659999999999
239,86.5616
242,86.3366
244,86.0
246,85.775
248,85.55
250,85.4366
252,85.2116
254,84.9866
256,84.7616
258,84.65
261,84.425
263,84.2
265,84.0866
267,83.975
269,83.75
271,83.6366
273,83.41159999999999
275,83.3
278,83.1866
280,83.075
282,82.85
284,82.73660000000001
286,82.625
288,82.5116
290,82.2866
292,82.2866
294,82.175
297,81.95
299,81.8366
