0,73.2866
3,73.2866
6,73.4
9,73.4
12,73.625
15,74.075
18,74.525
20,75.2
23,75.98660000000001
26,76.775
29,77.675
32,78.575
35,79.5866
38,80.6
41,81.5
44,82.5116
47,83.41159999999999
50,84.3116
53,85.2116
55,86.1116
58,86.9
61,87.8
64,88.475
67,89.2616
70,89.9366
73,90.5
76,90.8366
79,91.0616
82,91.28659999999999
85,91.4
88,91.4
90,91.175
93,90.95
96,90.6116
99,90.275
102,89.825
105,89.4866
108,89.15
111,88.8116
114,88.5866
117,88.3616
120,88.1366
123,88.1366
125,88.025
128,88.1366
131,88.25
134,88.475
137,88.7
140,89.03659999999999
143,89.375
146,89.7116
149,90.05
152,90.275
155,90.6116
158,90.725
161,90.8366
163,91.0616
166,91.175
169,91.28659999999999
172,91.28659999999999
175,91.4
178,91.4
181,91.28659999999999
184,91.0616
187,90.95
190,90.6116
193,90.275
196,89.9366
198,89.7116
201,89.4866
204,89.2616
207,89.15
210,89.03659999999999
213,88.925
216,88.8116
219,88.8116
222,88.8116
225,88.8116
228,88.925
231,89.15
233,89.375
236,89.4866
239,89.7116
242,89.825
245,89.9366
248,90.16159999999999
251,90.275
254,90.275
257,90.3866
260,90.5
263,90.6116
266,90.725
268,90.725
271,90.8366
274,90.8366
277,90.8366
280,90.95
283,90.95
286,91.0616
289,91.0616
292,91.0616
295,91.175
298,91.0616
