0,72.95
2,72.95
4,73.0616
6,73.175
8,73.5116
11,73.73660000000001
13,74.1866
15,74.6366
17,75.0866
19,75.65
21,75.98660000000001
23,76.55
25,77.11160000000001
27,77.675
30,78.23660000000001
32,78.6866
34,79.25
36,79.8116
38,80.2616
40,80.825
42,81.275
44,81.725
46,82.175
49,82.73660000000001
51,83.1866
53,83.525
55,83.975
57,84.425
59,84.875
61,85.2116
63,85.55
65,85.8866
68,86.3366
70,86.675
72,87.0116
74,87.35
76,87.575
78,87.91159999999999
80,88.25
82,88.5866
84,88.8116
87,89.15
89,89.4866
91,89.7116
93,89.9366
95,90.275
97,90.5
99,90.8366
101,91.0616
103,91.28659999999999
106,91.5116
108,91.7366
110,92.075
112,92.3
114,92.525
116,92.75
118,92.975
120,93.2
122,93.425
125,93.65
127,93.875
129,94.1
131,94.2116
133,94.55
135,94.66159999999999
137,94.8866
139,95.1116
141,95.3366
144,95.45
146,95.675
148,95.9
150,96.125
152,96.2366
154,96.4616
156,96.575
158,96.8
161,96.91159999999999
163,97.1366
165,97.3616
167,97.475
169,97.7
171,97.8116
173,98.03659999999999
175,98.15
177,98.375
180,98.4866
182,98.7116
184,98.9366
186,99.05
188,99.16159999999999
190,99.3866
192,99.5
194,99.725
196,99.8366
199,99.95
201,100.0616
203,100.28659999999999
205,100.4
207,100.5116
209,100.625
211,100.85
213,100.9616
215,101.075
218,101.1866
220,101.3
222,101.525
224,101.525
226,101.75
228,101.8616
230,101.975
232,102.0866
234,102.2
237,102.3116
239,102.425
241,102.53659999999999
243,102.65
245,102.7616
247,102.875
249,102.9866
251,103.1
253,103.2116
256,103.325
258,103.4366
260,103.55
262,103.55
264,103.66159999999999
266,103.775
268,103.8866
270,104.0
272,104.0
275,104.1116
277,104.225
279,104.3366
281,104.3366
283,104.45
285,104.5616
287,104.5616
289,104.78659999999999
291,104.78659999999999
294,104.9
296,105.0116
298,105.125
