0,73.0616
3,73.175
5,73.175
8,73.175
10,73.175
13,73.2866
16,73.2866
18,73.4
21,73.4
24,73.5116
26,73.5116
29,73.625
32,73.625
34,73.73660000000001
37,73.85
39,73.85
42,73.9616
45,73.9616
47,74.075
50,74.075
53,74.1866
55,74.1866
58,74.3
60,74.3
63,74.4116
66,74.4116
68,74.4116
71,74.525
74,74.6366
76,74.525
79,74.6366
81,74.75
84,74.75
87,74.86160000000001
89,74.86160000000001
92,74.86160000000001
95,74.86160000000001
97,74.975
100,74.975
102,74.975
105,75.0866
108,75.0866
110,75.0866
113,75.0866
116,75.2
118,75.2
121,75.3116
123,75.2
126,75.3116
129,75.3116
131,75.3116
134,75.425
137,75.425
139,75.425
142,75.425
144,75.425
147,75.5366
150,75.5366
152,75.5366
155,75.65
158,75.65
160,75.65
163,75.65
165,75.65
168,75.65
171,75.7616
173,75.7616
176,75.7616
178,75.7616
181,75.7616
184,75.875
186,75.875
189,75.875
192,75.875
194,75.98660000000001
197,75.98660000000001
199,75.98660000000001
202,75.98660000000001
205,75.98660000000001
207,75.98660000000001
210,75.98660000000001
213,76.1
215,76.1
218,76.1
220,76.1
223,76.1
226,76.1
228,76.2116
231,76.2116
234,76.2116
236,76.2116
239,76.2116
241,76.2116
244,76.2116
247,76.2116
249,76.325
252,76.325
255,76.325
257,76.325
260,76.325
262,76.325
265,76.325
268,76.325
270,76.4366
273,76.4366
276,76.4366
278,76.4366
281,76.325
283,76.4366
286,76.4366
289,76.4366
291,76.4366
294,76.4366
297,76.4366
299,76.4366
